"","growth_a","growth_b","death_b","a_feed_m","a_feed_b","a_exc_m","a_exc_b","j_feed_m","j_feed_b","j_exc_m","j_exc_b","amm_param_b","fec_a","fec_b"
"1",3.60403522011191,0,24.0591755223477,0.000143468617990505,0.000255475146783981,0.00277143607053538,0.0673537100666317,7.2524638382578e-05,-6.93008782092771e-05,0.418072585926267,-0.349545418251962,1.00425260952878,10.8939516411975,27.7110051441301
"2",3.74181197729597,4.05880554256674e-275,23.4731862167368,0.000170223601954524,-0.000218649059446861,0.0580018022322588,0.193589737813867,4.37182914855354e-05,0.000192946894396171,-1.89534032407954,0.0579371248837081,0.96253160154845,11.3872076425651,32.3526248881765
"3",3.98863725991296,1.94931157591407e-145,23.5672962649455,0.000167591329690805,-0.000105232794891016,0.0457357943603905,0.328918004499801,6.86339218578981e-05,-0.000193724766932544,0.0437687027828411,-0.336762706355166,0.925885297567255,12.3327811105552,34.232328908248
"4",3.9648904300828,7.64345053239848e-72,24.1488710879472,0.000179007242322362,0.000375319040053053,0.0175738635693558,0.254736192354219,5.49443694749168e-05,2.05657967475086e-05,-0.683905783699689,-0.151151525461877,0.963243786800914,12.3432895390955,31.1805236246714
"5",3.99470784153111,0,24.130380089858,0.000120120125326929,0.000633945595494861,-0.0559993723140344,0.16486467069149,5.46800908704102e-05,1.80734919796811e-05,-0.979292909910623,-0.164413339260014,0.956546490213655,9.24449507562803,17.6235412953569
"6",3.60382232273112,0,22.8698880033231,0.000166466799473265,0.000634851783708577,0.0539874414888549,0.263409717868708,8.32816858560464e-05,-0.000208284296925597,-1.79894626020345,-0.0116802171133925,0.939734579445579,10.9048986480516,25.1788857562033
"7",3.56418603884808,1.14339917218934e-14,26.0701396895442,0.000155844040476186,0.000648049767488958,0.0475679032012094,0.190337139998099,6.68906311434138e-05,-4.04887780799281e-05,-1.66151144076603,0.0249673223866321,0.913689709135474,9.96720075554137,19.9632687387583
"8",3.79148411582362,0,24.9589240893443,0.000157383242153739,-0.000603440039018057,0.0337829582984547,0.2658077788115,6.37244000930385e-05,-3.72289861441374e-05,-1.26412560215711,0.0477088961625829,0.965713743693057,9.65942000574637,21.4915901285894
"9",3.61824694685776,0,25.3509426733055,0.000174046966973684,-0.000459246861280605,0.0133675723087742,-0.0295928479407403,5.49571326868993e-05,-5.24103276252572e-05,-0.87777548525692,0.0302163734046487,0.920317745714761,9.84119240944126,16.8178197065475
"10",3.6503796049668,0,25.635524016576,0.000148212042707563,-0.000149216629655735,-0.028390622861763,0.461308321651947,6.37865219393423e-05,0.000166175307963044,-1.63205042007339,-0.0131436890127328,0.964750518585227,12.4558863600831,29.3077650539257
"11",3.63635411640098,0,24.4699654599546,0.00016035244590205,0.000469774667422124,0.0839674192442304,0.0303348090375248,2.96681858320342e-05,0.000560566895014819,-1.63205042007339,-0.0131436890127328,0.926963954860509,12.1363074495614,38.2652646162601
